headline,snippet,web_url,lead_paragraph
{u'main': u'PIPELINE EXPANSION SET; 162 Million Program Mapped for Trans-Canada System'},Alta Oil and Conservation Bd hearing on Trans-Canada Pipe Lines plea for permit to export 730 billion cu ft more in next 20 yrs; co discloses pipeline expansion plans to serve US mkt...,https://query.nytimes.com/gst/abstract.html?res=9F07EEDC143DE73ABC4E52DFB6678382649EDE,
"{u'main': u'CANADA PIPELINE GETS GREEN LIGHT; Beard Approves Financing of 2,200-Mile Gas Facility Eastward From Alberta'}","Transport Comrs Bd approves Trans-Canada Pipe Lines financing plans for $370-million, 2,200-mi Alta-E Canada pipeline; grants bldg permit...",https://query.nytimes.com/gst/abstract.html?res=9F07E3DA163BE13BBC4953DFB466838C649EDE,
"{u'main': u'CANADA CLEARS PIPELINE; Permission Granted for Link in 1,150-Mile Oil System', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9907E3D9123CE53ABC4B52DFBF668382659EDE,
{u'main': u'PLANS TO PUSH PIPELINE; F. M. McMahon to Go Ahead With Northwest Canada Project'},"CALGARY, July 21 (Canadian Press) -- Frank M. McMahon, president of the West Coast Transmission Company, said today his company is going ahead with plans for a $100,000,000 natural gas pipeline from Alberta to British Columbia despite the recent p...",https://query.nytimes.com/gst/abstract.html?res=9F0CE5D8113EE03BBC4A51DFB1668382659EDE,"CALGARY, July 21 (Canadian Press) -- Frank M. McMahon, president of the West Coast Transmission Company, said today his company is going ahead with plans for a $100,000,000 natural gas pipeline from Alberta to British Columbia despite the recent prohibition of gas exports by the Alberta Government."
{u'main': u'$200 Million Gas Pipeline Set For U.S.-Canadian Exchange; NATURAL GAS LINE THROUGH U.S. SET'},The Northern Natural Gas Company announced yesterday plans for filing by Dec. 30 an application with the Federal Power Commission for a $200-million system to deliver natural gas daily from western Canada to eastern Canada through the United State...,https://query.nytimes.com/gst/abstract.html?res=9D06E3DB1639E33ABC4B51DFB767838E679EDE,The Northern Natural Gas Company announced yesterday plans for filing by Dec. 30 an application with the Federal Power Commission for a $200-million system to deliver natural gas daily from western Canada to eastern Canada through the United States.
{u'main': u'PIPELINE CONCERN REPRIEVED AGAIN; Trans-Canada Wins Delay to Feb. 1 in Obtaining Finances for Project'},"OTTAWA, Nov. 30 Canadian Press--Canada's Board of Transport Commissioners gave Trans-Canada Pipe Lines, Ltd., today a two-month extension in its Des. 1 deadlines for showing satisfactory financing of its $370,000,000 natural gas pipeline....",https://query.nytimes.com/gst/abstract.html?res=9D01E2DA173EE23BBC4953DFB467838D649EDE,"OTTAWA, Nov. 30 Canadian Press--Canada's Board of Transport Commissioners gave Trans-Canada Pipe Lines, Ltd., today a two-month extension in its Des. 1 deadlines for showing satisfactory financing of its $370,000,000 natural gas pipeline."
{u'main': u'PIPELINE START SLATED; Construction to Begin Next Year on Canadian Project'},"WINNIPEG, Man., July 5 (Canadian Press)--Plans have been made for a start on construction next year of a $60,000,000 petroleum products pipeline from Albert to the lakehead,......",https://query.nytimes.com/gst/abstract.html?res=9E03E6DF1F3EE333A05755C0A9619C946792D6CF,"WINNIPEG, Man., July 5 (Canadian Press)--Plans have been made for a start on construction next year of a $60,000,000 petroleum products pipeline from Albert to the lakehead,..."
"{u'main': u'Kinks in Canada Drug Pipeline; A Host of Problems, Not Least the Medicare Prescription Plan'}",The Canadian online pharmaceutical industry has been swamped by problems and many of the smaller companies have been forced out of business....,https://www.nytimes.com/2006/04/06/business/worldbusiness/06canada.html,"Only two years ago, Canadian online pharmacies were an emerging David thrashing at the multinational pharmaceutical Goliath, strengthened by soaring sales in the United States that ignited a lasting debate over high medicine prices. Now, just as quickly as it rose, the industry has been swamped by problems that have cut into sales and forced many of the smaller online pharmacies out of business."
"{u'main': u'CANADA PIPELINE PUSHED; Oil Should Reach Vancouver in October, Bechtel Reports'}","S D Bechtel sees oil reaching Vancouver through Alta-BC pipeline in Oct, Trans Mountain Oil Pipe Line Co conf...",https://query.nytimes.com/gst/abstract.html?res=9F01E7D81F3FE43ABC4953DFB2668388649EDE,
"{u'main': u'U.S., Canada Put Pipeline Fight in the Past With State Dinner', u'print_headline': u'U.S., Canada Put Pipeline Fight in the Past With State Dinner'}","The White House is eager to turn the page on the years-long fight over a crude oil pipeline with Canada and celebrate its close economic and security ties with its northern neighbor, U.S. National Security Adviser Susan Rice said on Wednesday....",https://www.nytimes.com/reuters/2016/03/09/us/politics/09reuters-usa-canada.html,"The White House is eager to turn the page on the years-long fight over a crude oil pipeline with Canada and celebrate its close economic and security ties with its northern neighbor, U.S. National Security Adviser Susan Rice said on Wednesday."
"{u'main': u'CANADIAN PIPELINE STARTS; Work on 1,150-Mile Tube Begun in Alberta'}","Edmonton, Alberta-Ermine, Sask, pipeline bldg starts...",https://query.nytimes.com/gst/abstract.html?res=9D02E0D7143AE53ABC4153DFB6678382659EDE,
"{u'main': u'F.T.C. PIPELINE INQUIRY SET; May Hear Plan April 8 to Export to, Import Gas From Canada', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9D00E0D9163AE23BBC4A51DFB5668389649EDE,
"{u'main': u'CANADIAN PIPELINE OPENS; Wisconsin Governor Dedicates 1,127-Mile Alberta Oil Facility'}",Alta-Gt Lakes pipeline dedicated by Gov Kohler...,https://query.nytimes.com/gst/abstract.html?res=9D04E4D9103BE13BBC4E51DFB366838A649EDE,
{u'main': u'U.S. AND CANADA NEAR GAS ACCORD; A Pipeline Agreement Would Increase Fuel Supplies'},"WASHINGTON, July 12  Canada and the United States expect to sign in two or three months a treaty regarded in both countries as an essential step toward the construction of a natural gas pipeline from Alaska and Canada's Mackenzie River Delta to th...",https://query.nytimes.com/gst/abstract.html?res=9E04E5DE163AE036A05750C1A9619C946490D6CF,"WASHINGTON, July 12 Canada and the United States expect to sign in two or three months a treaty regarded in both countries as an essential step toward the construction of a natural gas pipeline from Alaska and Canada's Mackenzie River Delta to the main part of the United States."
{u'main': u'F.P.C. RULING DUE ON PIPELINE PLAN; Agency to Decide on Link for Canadian Concern'},"TORONTO, June 7--A major decision is expected shortly from the United States Federal Power Commission on the controversial $200-million proposal by Trans-Canada Pipe Lines, Ltd., to supply eastern Canadian markets with western Canadian gas and pen...",https://query.nytimes.com/gst/abstract.html?res=9A05E5D8133AE63ABC4053DFB066838C679EDE,"TORONTO, June 7--A major decision is expected shortly from the United States Federal Power Commission on the controversial $200-million proposal by Trans-Canada Pipe Lines, Ltd., to supply eastern Canadian markets with western Canadian gas and penetrate the United States Middle West in the process."
"{u'main': u""GAS TO NORTHWEST BY '54; U. S. Concern Proposes to Build Pipeline From Canadian Field""}","Westcoast Transmission Co Ltd sets mid-'54 for completing proposed natural gas line to Vancouver and NW US from Peace River area, BC, Transport Comrs Bd hearing, Ottawa...",https://query.nytimes.com/gst/abstract.html?res=9D07E1DC143AE23BBC4A52DFB0668389649EDE,
{u'main': u'PIPELINE TO BE LAID; It Will Carry Gas to Sulphur Plant to Be Built in Canada'},"Tex Gulf Sulphur and Devon-Palmer to build extraction plant, Calgary, Alta...",https://query.nytimes.com/gst/abstract.html?res=9D06E3DA1E31E73BBC4F53DFB0668383649EDE,
{u'main': u'Trans-Canada Pipeline Measure Passes Barely Before Deadline; Natural Gas From West to Serve Eastern Canada'},"OTTAWA, June 7--The Senate passed today the Government bill to lend Trans-Canada Pipe Lines, Ltd., the $80,000,000 it needs to get started on building a gas line across  this country. This was the last stage in a bitter legislative struggle....",https://query.nytimes.com/gst/abstract.html?res=9806E1DE1238E73ABC4053DFB066838D649EDE,"OTTAWA, June 7--The Senate passed today the Government bill to lend Trans-Canada Pipe Lines, Ltd., the $80,000,000 it needs to get started on building a gas line across this country. This was the last stage in a bitter legislative struggle."
{u'main': u'GAS CONTRACTS SIGNED; Trans-Canada Sets Up Supplies for Big Pipeline Project'},Trans-Canada Pipe Lines repts series of contracts signed to assure Alta-E Canada pipeline able to carry 437 million cu ft daily...,https://query.nytimes.com/gst/abstract.html?res=9802E5DB133DEF34BC4A51DFB467838E649EDE,
{u'main': u'PIPELINE WOULD EXPAND; Tennessee Gas Seeks Leave to Sell at Canadian Border'},"WASHINGTON, Dec. 14 (AP)-- Tennessee Gas Transmission Company today asked the Federal, Power Commission for authority for a $47,403,000 expansion to enable it to sell natural gas in Canada....",https://query.nytimes.com/gst/abstract.html?res=9E00E5D9103EE532A05756C1A9649D946192D6CF,"WASHINGTON, Dec. 14 (AP)-- Tennessee Gas Transmission Company today asked the Federal, Power Commission for authority for a $47,403,000 expansion to enable it to sell natural gas in Canada."
"{u'main': u'CANADA PIPELINE REPORTS A LOSS; Westcoast Transmission Has $5,316,794 Deficit for Year to Sept. 30', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=940CE3DD153DE53BBC4953DFB7668382649EDE,
{u'main': u'OIL PIPELINE RULED OUT; Head of Imperial Oil Bearish on a Trans-Canada Tube'},"Imperial Oil pres White sees crude pipelines from Sarnia, Ont, to E Coast refineries needed only in case of war; opens $30-million refinery, Halifax...",https://query.nytimes.com/gst/abstract.html?res=940CE3DE1F31E23BBC4A52DFB667838D649EDE,
{u'main': u'Trans-Canada Pipeline Measure Passes Barely Before Deadline; Natural Gas From West to Serve Eastern Canada'},"OTTAWA, June 7--The Senate passed today the Government bill to lend Trans-Canada Pipe Lines, Ltd., the $80,000,000 it needs to get started on building a gas line across  this country. This was the last stage in a bitter legislative struggle....",https://query.nytimes.com/gst/abstract.html?res=9806E1DE1238E73ABC4053DFB066838D649EDE,"OTTAWA, June 7--The Senate passed today the Government bill to lend Trans-Canada Pipe Lines, Ltd., the $80,000,000 it needs to get started on building a gas line across this country. This was the last stage in a bitter legislative struggle."
{u'main': u'GAS CONTRACTS SIGNED; Trans-Canada Sets Up Supplies for Big Pipeline Project'},Trans-Canada Pipe Lines repts series of contracts signed to assure Alta-E Canada pipeline able to carry 437 million cu ft daily...,https://query.nytimes.com/gst/abstract.html?res=9802E5DB133DEF34BC4A51DFB467838E649EDE,
{u'main': u'PIPELINE WOULD EXPAND; Tennessee Gas Seeks Leave to Sell at Canadian Border'},"WASHINGTON, Dec. 14 (AP)-- Tennessee Gas Transmission Company today asked the Federal, Power Commission for authority for a $47,403,000 expansion to enable it to sell natural gas in Canada....",https://query.nytimes.com/gst/abstract.html?res=9E00E5D9103EE532A05756C1A9649D946192D6CF,"WASHINGTON, Dec. 14 (AP)-- Tennessee Gas Transmission Company today asked the Federal, Power Commission for authority for a $47,403,000 expansion to enable it to sell natural gas in Canada."
{u'main': u'Pact Signed For Canada Gas in East; New Pipeline to Bring Fuel Into New England'},Natural gas from Canada would be imported into New England for the first time under an agreement in principle announced yesterday by two American and two Canadian pipeline companies....,https://query.nytimes.com/gst/abstract.html?res=9D06E1DB1339E732A25751C2A96E9C946890D6CF,Natural gas from Canada would be imported into New England for the first time under an agreement in principle announced yesterday by two American and two Canadian pipeline companies.
{u'main': u'ST. LAURENT BARS VOTE; Insists on Gas Pipeline Start Before Canadian Election'},St Laurent bars election until pipeline is begun...,https://query.nytimes.com/gst/abstract.html?res=9B05E1D91F3FE23BBC4152DFB366838D649EDE,
{u'main': u'CANADA BACKS PIPELINE; Natural Gas Project on Pacific Coast Approved Conditionally'},Bd conditionally approves line bldg; rejects 3 other cos pipeline plans...,https://query.nytimes.com/gst/abstract.html?res=9A04E2DB113AE53ABC4D52DFB0668389649EDE,
"{u'main': u'Kerry Says No Pressing Need for More U.S.-Canada Pipeline: CBC', u'print_headline': u'Kerry Says No Pressing Need for More U.S.-Canada Pipeline: CBC'}","The United States sees no urgent need for a new energy pipeline between Canada and the United States, U.S. Secretary of State John Kerry said on Wednesday, in a broadcast interview ahead of a visit to Washington by Prime Minister Justin Trudeau....",https://www.nytimes.com/reuters/2016/03/09/us/politics/09reuters-usa-pipeline-canada.html,"The United States sees no urgent need for a new energy pipeline between Canada and the United States, U.S. Secretary of State John Kerry said on Wednesday, in a broadcast interview ahead of a visit to Washington by Prime Minister Justin Trudeau."
"{u'main': u""Participants in Alaska Gas Plan Back Alcan's Cross-Canada Line; ALASKAN GAS GROUP BACK ALCAN PIPELINE""}","WASHINGTON, July 29 Participants in the Arctic Gas consortium seeking to build a cross-Canada pipeline to carry Alaskan natural gas announced today that they were abandoning their project and would support instead a cross-Canada plan advanced by t...",https://query.nytimes.com/gst/abstract.html?res=9D06E7D81F39E334BC4850DFB166838C669EDE,"WASHINGTON, July 29 Participants in the Arctic Gas consortium seeking to build a cross-Canada pipeline to carry Alaskan natural gas announced today that they were abandoning their project and would support instead a cross-Canada plan advanced by the Alcan Pipeline Company."
{u'main': u'NEW PIPELINE FOR ONTARIO; Sun-Canadian Facility to Carry Oil From Sarnia to Toronto'},new Sun-Canadian Pipe Line Co to build and operate Sarnia-Toronto line...,https://query.nytimes.com/gst/abstract.html?res=990CE2D8163DE23BBC4851DFB0668388649EDE,
"{u'seo': u'Texas Basketball Program Builds Pipeline to Canada', u'main': u'No Stranger to Pipelines, Texas Builds One to Canada', u'print_headline': u'No Stranger to Pipelines, Texas Builds One to Canada'}",Cory Joseph’s mother did not have to persuade him to shovel snow. The basketball goal was part of the driveway in their Major Oaks neighborhood in Toronto....,https://www.nytimes.com/2011/03/20/sports/ncaabasketball/20texas.html,Cory Joseph’s mother did not have to persuade him to shovel snow. The basketball goal was part of the driveway in their Major Oaks neighborhood in Toronto.
{u'main': u'PIPELINE BILL ADVANCES; Canadian Senate Committee Backs Measure Aiding U. S.'},Sen com approves bill to inc pipeline co to carry oil in bond to US mkts; Stanmount plans noted...,https://query.nytimes.com/gst/abstract.html?res=9400E0DF103AE73ABC4851DFB366838E649EDE,
{u'main': u'CANADA PIPELINE OPENS; Oil to Be Moved to Ontario as Lake Shipping Ends'},"Montreal-Hamilton, Ont, pipeline opens...",https://query.nytimes.com/gst/abstract.html?res=9B05E1DD1631E53BBC4C53DFB7678389649EDE,
"{u'main': u""State Dept. Says Canada Barred Oil Pipeline Talks; Slip-up' at U.S. Embassy Ottawa Stand Described""}",A high State Department official told Congress today that Canada had repeatedly refused to negotiate an agreement with Washington for a trans-Canada oil pipeline from Alaska to the United States border....,https://query.nytimes.com/gst/abstract.html?res=980CE6D8133DE63ABC4C51DFB1668388669EDE,A high State Department official told Congress today that Canada had repeatedly refused to negotiate an agreement with Washington for a trans-Canada oil pipeline from Alaska to the United States border.
"{u'main': u'PIPELINE BONDS SLATED; Trans-Canada Offering of 13 Million Is Scheduled', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9C04E5DA1230EF3ABC4B52DFB266838B679EDE,
{u'main': u'PIPELINE STOCK SOLD; Home Oil Buys Trans-Canada Block From Tennessee Gas'},"Home Oil buys 189,227 shares from Tenn Gas Transmission to become largest shareholder...",https://query.nytimes.com/gst/abstract.html?res=9F06EEDA1231E63ABC4D51DFB667838C649EDE,
"{u'main': u'PIPELINE CONCERN TO SEEK $90,000,000; Bonds, Debentures and Stock Will Be Offered by a Canadian Company'}","TORONTO, Sept. 8 (Canadian Press) -- Plans to raise the $90,000,000 required to build its proposed 1,150-mile pipeline from Edmonton, Alberta, to Superior, Wis., were announced today by the Interprovincial Pipe Line Company....",https://query.nytimes.com/gst/abstract.html?res=9906EFD6173BE23BBC4153DFBF668382659EDE,"TORONTO, Sept. 8 (Canadian Press) -- Plans to raise the $90,000,000 required to build its proposed 1,150-mile pipeline from Edmonton, Alberta, to Superior, Wis., were announced today by the Interprovincial Pipe Line Company."
"{u'main': u'Canada Recognizes Five Pipeline Concerns; One Plans 1,000-Mile Gas Link to West Coast'}","OTTAWA, May 1 (Canadian Press) -- Engineers have started survey work on the construction of more than 1,000 miles of pipe lines which will carry natural gas to the Pacific Coast from Northern British Columbia and Alberta, Frank McMahon of Calgary,...",https://query.nytimes.com/gst/abstract.html?res=9F03E4D6153FE33BBC4A53DFB3668382659EDE,"OTTAWA, May 1 (Canadian Press) -- Engineers have started survey work on the construction of more than 1,000 miles of pipe lines which will carry natural gas to the Pacific Coast from Northern British Columbia and Alberta, Frank McMahon of Calgary, Alta., said today."
{u'main': u'Canada Warns That Pipeline in AlaskaWould Weaken Chances for 2d Route; Forecasts Delay Delayed Several Years Fear Oil Spill'},"In a fresh effort to block a trans Alaska oil pipeline, the Can adian Government has told Washington that if such a line were built the likelihood of a line- ever being laid through Canada's Mackenzie River Val ley to the upper Middle Western stat...",https://query.nytimes.com/gst/abstract.html?res=9807E3DF133DE63ABC4852DFB1668388669EDE,"In a fresh effort to block a trans Alaska oil pipeline, the Can adian Government has told Washington that if such a line were built the likelihood of a line- ever being laid through Canada's Mackenzie River Val ley to the upper Middle Western states would be slim."
"{u'main': u'CANADA, RICH IN OIL BUYS U. S. PRODUCT; Transportation From Fields in North Poor -- New Pipeline Is Under Construction'}","TULSA, Okla., Oct. 8 -- In 1948, purchases of crude oil and refined oil products in the United States accounted for 11.4 per cent of Canada's expenditures of $2,600,000,000 (U. S.). Oil purchases represented the largest single item of these expend...",https://query.nytimes.com/gst/abstract.html?res=9F0DE0D7143AE53ABC4153DFB6678382659EDE,"TULSA, Okla., Oct. 8 -- In 1948, purchases of crude oil and refined oil products in the United States accounted for 11.4 per cent of Canada's expenditures of $2,600,000,000 (U. S.). Oil purchases represented the largest single item of these expenditures."
{u'main': u'Business Briefs; Stock Buying on Credit Up Again Occidental Signs Soviet Contract New Canada Pipeline Hearings Set'},"Stock purchases on credit advanced again last month for the sixth consecutive month, the New York Stock Exchange reported yesterday, with new margin credit accounts increasing in number for three straight months....",https://query.nytimes.com/gst/abstract.html?res=9501E6D91231E73BBC4F52DFB566838D669EDE,"Stock purchases on credit advanced again last month for the sixth consecutive month, the New York Stock Exchange reported yesterday, with new margin credit accounts increasing in number for three straight months."
"{u'main': u'CARTER REASSURES CANADA ON PIPELINE; Trudeau, at White House, Is Told U.S. Remains Committed to Big Natural-Gas Project'}","WASHINGTON, March 3--President Carter affirmed today the strong commitment of the United States to the construction of the multibillion-dollar natural gas pipeline to bring Alaskan gas to the lower 48 states through Canada....",https://query.nytimes.com/gst/abstract.html?res=9A02E3DC1031E432A25757C0A9659C946890D6CF,"WASHINGTON, March 3--President Carter affirmed today the strong commitment of the United States to the construction of the multibillion-dollar natural gas pipeline to bring Alaskan gas to the lower 48 states through Canada."
{u'main': u'Personality: A Busy Canadian Industrialist; Frank McMahon Is Happiest When Making Deals Westcoast Pipeline Chief Has Interest in Many Areas'},"TORONTO -- His stubby fingers searched the martini glass for the ice cube, found it and dropped it in his coffee. He tested the temperature....",https://query.nytimes.com/gst/abstract.html?res=9D01E0D8143EE03ABC4E51DFB467838E679EDE,"TORONTO -- His stubby fingers searched the martini glass for the ice cube, found it and dropped it in his coffee. He tested the temperature."
"{u'main': u'SOLVING OIL CRISIS MOSTLY UP TO U.S.; Venezuela, Canada Can Do Little More--Key Factor is Pipeline Capacity', u'kicker': u'2'}","An increase of 650,000 barrels a day in United States oil output is planned to alleviate the shortage resulting from the Middle East crisis, which has halted a large percentage of the petroleum flow from that area to world markets....",https://query.nytimes.com/gst/abstract.html?res=9502E5DE103EE63ABC4153DFB467838D649EDE,"An increase of 650,000 barrels a day in United States oil output is planned to alleviate the shortage resulting from the Middle East crisis, which has halted a large percentage of the petroleum flow from that area to world markets."
{u'main': u'ALBERTA TO SEND GAS TO MONTREAL; Trans-Canada Pipeline Also May Supply Minneapolis and Toronto by 1956'},"EDMONTON, May 13 (Canadian Press) -- The Alberta Government gave its go-ahead today for export of natural gas to eastern Canada by approving the issuing of an export permit to Trans-Canada Pipe Lines, Ltd....",https://query.nytimes.com/gst/abstract.html?res=9F03E6DA133EE53BBC4C52DFB366838F649EDE,"EDMONTON, May 13 (Canadian Press) -- The Alberta Government gave its go-ahead today for export of natural gas to eastern Canada by approving the issuing of an export permit to Trans-Canada Pipe Lines, Ltd."
"{u'main': u'BANKER PRESENTS GAS PIPELINE PLAN; $114,000,000 Can Be Raised for Canada-to-Northwest Project, F. P. C. Is Told'}","WASHINGTON, April 10 (AP) -- An investment banker said today that a feasible plan had been worked out to finance construction of a natural gas pipeline from the Canadian Peace River field to western Washington and Oregon....",https://query.nytimes.com/gst/abstract.html?res=9C0CE0DA1F3DE03ABC4952DFB2668388649EDE,"WASHINGTON, April 10 (AP) -- An investment banker said today that a feasible plan had been worked out to finance construction of a natural gas pipeline from the Canadian Peace River field to western Washington and Oregon."
"{u'main': u'PIPELINE DEBATE BOILS IN CANADA; Opposition Fights to Balk Aid to U.S.-Controlled Project as Deadline Nears Regime Challenged', u'kicker': u'1'}","OTTAWA, May 9--One of the biggest political storms in years has blown up over the Canadian Government's proposal to help finance the building of a transCanada gas pipeline....",https://query.nytimes.com/gst/abstract.html?res=9B05E7DD1E3CE03BBC4852DFB366838D649EDE,"OTTAWA, May 9--One of the biggest political storms in years has blown up over the Canadian Government's proposal to help finance the building of a transCanada gas pipeline."
"{u'main': u'Final Public Financing Is Slated For Canada Pipeline Link to U.S.; $23,075,000 of Debentures, Stock of Westcoast Go on Sale Today Exchanges Are Reported Capital Stock Offered SYNDICATE SET TO AID PIPELINE'}","Public offering will be made today of $23,075,000 of debentures and capital stock of the Westcoast Transmission Company, Ltd....",https://query.nytimes.com/gst/abstract.html?res=990CE6D61E3FE23BBC4C51DFB266838D649EDE,"Public offering will be made today of $23,075,000 of debentures and capital stock of the Westcoast Transmission Company, Ltd."
"{u'main': u'PLAN FOR A PIPELINE IS SHELVED IN CANADA; Backers Now Favoring Alternative From Cherry Point, Wash., Port'}","OTTAWA, June 2 Proposals for pipelines to carry Alaskan oil and natural gas to American and Canadian users make up the hottest controversy in Canada, and will probably cause more heat as the Government approaches a decision on which projects to ac...",https://query.nytimes.com/gst/abstract.html?res=9A03E5DD1E39E334BC4B53DFB066838C669EDE,"OTTAWA, June 2 Proposals for pipelines to carry Alaskan oil and natural gas to American and Canadian users make up the hottest controversy in Canada, and will probably cause more heat as the Government approaches a decision on which projects to accept."
"{u'main': u'PYROFAX GAS SOLD TO TEXAS EASTERN; Pipeline Gets Union Carbide Unit in Expansion Move Canadian Concern Acquired', u'kicker': u'1'}","NEW YORK. The Texas Eastern Transmis  sion Corporation of Houston has invested $30,000,000, including provisions for working capital, in acquiring assets of the Pyrofax Gas Company, a division of the Union Carbide Corporation, according to a compa...",https://query.nytimes.com/gst/abstract.html?res=9F05E6D81630EF3BBC4D53DFB7668388679EDE,"NEW YORK. The Texas Eastern Transmis sion Corporation of Houston has invested $30,000,000, including provisions for working capital, in acquiring assets of the Pyrofax Gas Company, a division of the Union Carbide Corporation, according to a company announcement."
{u'main': u'U.S. BUSINESS TIES RUFFLING CANADA; Maryland Bar to a Brewery and Financing of Pipeline Stir Anger in Ottawa'},"OTTAWA, March 17--National pride, natural gas and beer have served to ruffle economic relations between Canada and the United States....",https://query.nytimes.com/gst/abstract.html?res=9B04E0DB1F3DE63ABC4052DFB566838D649EDE,"OTTAWA, March 17--National pride, natural gas and beer have served to ruffle economic relations between Canada and the United States."
{u'main': u'Business Briefs; Manufacturers Bank Freezes Dividend Senate Unit Votes to Kill Railroad Bill Canada Said to Weigh Maine Pipeline'},"Directors of the Manufacturers Hanover Corporation, he holding company that owns the Manufacturers Hanover Trust Company, said yesterday that there would be no increase in the dividend during 1975 in compliance with a condition laid down last week...",https://query.nytimes.com/gst/abstract.html?res=990DE1D71F3DE13ABC4052DFB467838F669EDE,"Directors of the Manufacturers Hanover Corporation, he holding company that owns the Manufacturers Hanover Trust Company, said yesterday that there would be no increase in the dividend during 1975 in compliance with a condition laid down last week by the Federal Reserve Board in approving the acquisition of the Ritter Financial Corporation, a consumer finance company based in Wyncote, Pa."
{u'main': u'CANADIAN BAN SEEN ON GAS SALES HERE; Seattle Utility Head at Pipeline Hearing Says Laws Prevent Uninterrupted Flow'},"WASHINGTON, Sept.2 (AP) -- N. Henry Gellert, president of the Seattle Gas Company, declared today Canadian laws make it impossible for a proposed pipeline company to make a firm contract to import natural gas to the United States at a fixed price....",https://query.nytimes.com/gst/abstract.html?res=9804E3DD143DE23BBC4B53DFBF668388649EDE,"WASHINGTON, Sept.2 (AP) -- N. Henry Gellert, president of the Seattle Gas Company, declared today Canadian laws make it impossible for a proposed pipeline company to make a firm contract to import natural gas to the United States at a fixed price."
"{u'main': u""MORTON APPROVES ALASKA PIPELINE; COURT FIGHT SEEN; Secretary Cites 'National Interest' -- Opponents Fear Damage to Environment OIL IMPORT QUOTA RISES Appeals Tribunal Rules That Canada May Challenge Route Near Its Border MORTON APPROVES ALASKA PIPELINE""}","WASHINGTON, May 11 -Secretary of the Interior Rogers C. B. Morton approved today construction of the controversial trans-Alaska oil pipeline. He said the action was ""in the national interest"" to gain needed energy supplies....",https://query.nytimes.com/gst/abstract.html?res=9400E5D7103DEF34BC4A52DFB3668389669EDE,"WASHINGTON, May 11 -Secretary of the Interior Rogers C. B. Morton approved today construction of the controversial trans-Alaska oil pipeline. He said the action was ""in the national interest"" to gain needed energy supplies."
{u'main': u'Business Briefs; Maritime Fruit Ships Freed Study Planned on Canadian Pipeline Aluminum of Canada to Add Smelter'},Maritime Fruit Carriers says 2 of its ships that were seized because of overdue payments on mortgages held by Danish Ship Fund have been freed (S)...,https://query.nytimes.com/gst/abstract.html?res=9806E2D91E3CE334BC4B53DFB266838D669EDE,
{u'main': u'CANADA LIMITING PIPELINE DEBATE; Regime Wins Vote to Check Delay on Proposed Loan-- Opposition Is Enraged Dictatorial Methods Charged'},"OTTAWA, May 18--The Canadian Government acted today to limit debate on an issue that has become a major political controversy. In so doing it unleashed a storm of protest from the Opposition parties and demands for an immediate election....",https://query.nytimes.com/gst/abstract.html?res=950DE6DD1E3CE03BBC4E52DFB366838D649EDE,"OTTAWA, May 18--The Canadian Government acted today to limit debate on an issue that has become a major political controversy. In so doing it unleashed a storm of protest from the Opposition parties and demands for an immediate election."
"{u'main': u'Canada Gas Industry Vexed by Pipeline Rejection; Shock and Disappointment Is Expressed on Decision Against U.S. Route', u'kicker': u'2'}","TORONTO, Aug. 28--Canada's natural-gas industry is continuing to react with shock and disappointment to the Government's surprise rejection, of a proposed United States shortcut to pipe western Canadian gas to eastern Canadian, markets....",https://query.nytimes.com/gst/abstract.html?res=990CE4DE143BE63ABC4151DFBE66838D679EDE,"TORONTO, Aug. 28--Canada's natural-gas industry is continuing to react with shock and disappointment to the Government's surprise rejection, of a proposed United States shortcut to pipe western Canadian gas to eastern Canadian, markets."
"{u'main': u'PIPELINE SHOWS 8 MILLION DEFICIT; Loss Incurred in First Full Year of Operations for the Trans-Canada System', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9A05E5D9143DE333A25755C0A9629C946191D6CF,
{u'main': u'CANADIAN LABOR WARY OF U.S. GRIP; Brief to Economic Inquiry Board Warns of Outside Control--Cites Pipeline'},"OTTAWA, Feb. 27--A warning against too great a dependence on the United States market and on United States capital was sounded here today before the Royal Commission on Canada's Economic Prospects....",https://query.nytimes.com/gst/abstract.html?res=9E06E1DF1E38E333A0575BC2A9649C946792D6CF,"OTTAWA, Feb. 27--A warning against too great a dependence on the United States market and on United States capital was sounded here today before the Royal Commission on Canada's Economic Prospects."
{u'main': u'CANADA SHELVING GAS EXPORT PLAN; Ottawa Rules Out an Early Decision on Clearance for Big Pipeline Operator'},"OTTAWA, Jan. 9 (Canadian Press) -- Prime Minister John Diefenbaker indicated today that the Canadian Government was not planning an early decision on whether to allow the export of natural gas by Trans-Canada Pipe Lines, Ltd....",https://query.nytimes.com/gst/abstract.html?res=9A0DEFD91E3AE53BBC4852DFB7668383649EDE,"OTTAWA, Jan. 9 (Canadian Press) -- Prime Minister John Diefenbaker indicated today that the Canadian Government was not planning an early decision on whether to allow the export of natural gas by Trans-Canada Pipe Lines, Ltd."
