headline,snippet,web_url,lead_paragraph
{u'main': u'NOTES ON WATERWAYS TO BE MADE PUBLIC; Hughes Replies to Points Raised by Canada Which Now Delay Agreement.'},"WASHINGTON, Feb. 28. -- Secretary Hughes has sent a reply to the latest British note concerning the St. Lawrence waterways project. The American note, it is understood, requests the British Government to agree to make the correspondence public, an...",https://query.nytimes.com/gst/abstract.html?res=9806E1DD1539E233A2575AC2A9649C946595D6CF,"WASHINGTON, Feb. 28. -- Secretary Hughes has sent a reply to the latest British note concerning the St. Lawrence waterways project. The American note, it is understood, requests the British Government to agree to make the correspondence public, and it is expected that the text of the reply will be given to the press within fortyeight hours."
"{u'main': u'WATERWAY TO CANADA; The Hudson-St. Lawrence Route Is Now Serving The Yachtsman Well', u'kicker': u'1'}","A JOINT international commission is now studying the desirability of a deep-water route between the Hudson and St. Lawrence Rivers. Whatever its decision may be, the present connecting waterway affords a fine cruising ground for the yachtsman....",https://query.nytimes.com/gst/abstract.html?res=9C04EFD8143DE33BBC4F51DFBF66838D629EDE,"A JOINT international commission is now studying the desirability of a deep-water route between the Hudson and St. Lawrence Rivers. Whatever its decision may be, the present connecting waterway affords a fine cruising ground for the yachtsman."
"{u'main': u'THE DISASTROUS DROUGHT.; A CRY FOR RAIN ALL OVER CANADA AND THE UNITED STATES.', u'kicker': u'1'}","FREDERICKSBURG, Va., Sept. 1.--The unprecedented drought prevailing in Northern Virginia has been disastrous to the corn crop. In some  portions rain has not fallen for three months....",https://query.nytimes.com/gst/abstract.html?res=9E0CE5DD163AEF33A25751C0A96F9C94609FD7CF,"FREDERICKSBURG, Va., Sept. 1.--The unprecedented drought prevailing in Northern Virginia has been disastrous to the corn crop. In some portions rain has not fallen for three months."
"{u'main': u'CANADA IS PUSHING WAR ON DROUGHT; Government Has Completed 1,276 Dugouts and 783 Stock-Watering Dams 177 FARMS ARE IRRIGATED Cattle to Be Moved From Dry Belt in Saskatchewan and Alberta Provinces'}",The of Minister of Agriculture said today that the Canadian Government was tio winning its three-way war against drought....,https://query.nytimes.com/gst/abstract.html?res=9405E7DB1E30EE32A2575BC0A96E9C946694D6CF,The of Minister of Agriculture said today that the Canadian Government was tio winning its three-way war against drought.
"{u'main': u'GRAIN RATES CUT TO WIN BACK TRADE; Trunk Lines Heed Demands of This Port, Which Lost Business to Canada Last Year. NEW RATES KNOWN TO-DAY They Will Go Into Effect on the Opening of Navigation at the End of April.'}","Yielding to the protests of shipping interests in New York, Boston, Baltimore, and Philadelphia, and committees of the Chamber of Commerce and other public bodies here, the Trunk Lines Association, at a meeting here yesterday, decided to reduce th...",https://query.nytimes.com/gst/abstract.html?res=9D0DE2D8173EE033A25750C2A9659C946897D6CF,"Yielding to the protests of shipping interests in New York, Boston, Baltimore, and Philadelphia, and committees of the Chamber of Commerce and other public bodies here, the Trunk Lines Association, at a meeting here yesterday, decided to reduce the rates on grain from the Great Lakes to New York to meet the ""foreign water"" competition which last year gave Montreal and other Canadian ports practically all of the wheat-carrying trade to Europe."
"{u'main': u'No Breakthroughs at Canada Talks', u'print_headline': u'No Breakthroughs At Canada Talks'}",President Bush met with the leaders of Canada and Mexico at a gathering that focused primarily on strengthening ties and some thorny trade and border issues....,https://www.nytimes.com/2007/08/22/world/americas/22canada.html,President Bush met with the leaders of Canada and Mexico at a gathering that focused primarily on strengthening ties and some thorny trade and border issues.
{u'main': u'U.S. AND CANADA GET PLEA TO HALT NIAGARA POLLUTION PENDING STUDY'},"An international commission recommended today that the United States and Canada halt all discharges in the Niagara River until a ""comprehensive"" study could be made of toxic substances entering the Great Lakes.   The commission, created by the Bou...",https://www.nytimes.com/1981/02/12/us/us-and-canada-get-plea-to-halt-niagara-pollution-pending-study.html,"An international commission recommended today that the United States and Canada halt all discharges in the Niagara River until a ""comprehensive"" study could be made of toxic substances entering the Great Lakes. The commission, created by the Boundary Waters Treaty of 1909, advises the governments of Canada, the United States and the Great Lakes Basin states."
{u'main': u'CANADA TO STUDY MARITIME LAWS; Transport Unit to Consider Registry Qualifications'},A broad inquiry into the effectiveness of the laws governing the qualifications of owners who want to sail under the Canadian flag will be undertaken by the Canadian Transport Commission....,https://query.nytimes.com/gst/abstract.html?res=9A0CE0DC113FE63ABC4053DFB667838C679EDE,A broad inquiry into the effectiveness of the laws governing the qualifications of owners who want to sail under the Canadian flag will be undertaken by the Canadian Transport Commission.
{u'main': u'SEAMEN WITHOUT SHIPS; Plight in Canada Recounted at Welfare Parley Here'},Rev W McLean repts decline of Canadian deep-sea fleet has brought new seamen's welfare problems...,https://query.nytimes.com/gst/abstract.html?res=9C01E0DB1631E53ABC4B53DFB066838E649EDE,
{u'main': u'DIXON TAKES YACHT CUP; Wins George Trophy for Canada by 18 Seconds Over the Stork'},BRIT-AMER CUP (Cowes)...,https://query.nytimes.com/gst/abstract.html?res=9D07E2D7133DEF3BBC4151DFB166838A649EDE,
"{u'main': u'CANADA.; Death of a Prominent Man--The Delegation in England.', u'kicker': u'1'}","Hon. JOHN PANOMAN SENEGUR, of Lachine, died suddenly this morning. The London correspondent of the Minerve states that the Canadian delegates, rather than sanction the act granting Protestants priviledges refused to Catholics, will return without ...",https://query.nytimes.com/gst/abstract.html?res=9B01E6DA113CEF34BC4F53DFB766838C679FDE,"Hon. JOHN PANOMAN SENEGUR, of Lachine, died suddenly this morning. The London correspondent of the Minerve states that the Canadian delegates, rather than sanction the act granting Protestants priviledges refused to Catholics, will return without adopting any plan of confederation."
"{u'main': u'Canada Has Varied Display In Exhibits at Boat Show', u'kicker': u'1'}",Two equipment manufacturers and a government agency have displays in the Canadian exhibit at the boat show....,https://query.nytimes.com/gst/abstract.html?res=9F05E1D61E30E43BBC4B52DFB766838C679EDE,Two equipment manufacturers and a government agency have displays in the Canadian exhibit at the boat show.
{u'main': u'BIG NIAGARA TASK BEGUN BY CANADA; Horseshoe Falls Project Will Curb Erosion and Will Be Linked to Power Set-Up'},"TORONTO, Dec. 8 -- Canadian engineers and construction gangs have begun to push a long finger of steel and concrete into the racing Niagara River above the Falls in one of man's most unusual conservation projects....",https://query.nytimes.com/gst/abstract.html?res=9D06E3DB173CE03ABC4A52DFB467838F649EDE,"TORONTO, Dec. 8 -- Canadian engineers and construction gangs have begun to push a long finger of steel and concrete into the racing Niagara River above the Falls in one of man's most unusual conservation projects."
"{u'main': u'LIVE TROUT ARRIVE HERE FROM CANADA; New Yorker Soon Will Be Able to Catch His Fish in Fa- vorite Restaurant. 6,000 POUNDS SHIPPED Sent In Large Tanks, With Loss of Less Than 15 Per Cent.'}","New Yorkers will soon be able to enter their favorite restaurant, peer into a crystal bowl and select for dinner a live fish, which only a few days previously was sporting in Lake Huron. The first experiment in the wholesale transportation of live...",https://query.nytimes.com/gst/abstract.html?res=9403EED61730E333A25757C2A9609C946295D6CF,"New Yorkers will soon be able to enter their favorite restaurant, peer into a crystal bowl and select for dinner a live fish, which only a few days previously was sporting in Lake Huron. The first experiment in the wholesale transportation of live fish by rail was made last week when Gottlieb Friedrichs of Little Current, Ont., Canada, shipped 6,000 pounds of lake trout to the Fulton Market in this city."
{u'main': u'BIG STEEL MILLS FOR CANADA.; New Plant Will Contest Northwest Trade with Pittsburg Interests.'},"PITTSBURG, May 27. -- Another move toward centring the iron and steel industry of the United States on the borders of the great lakes was made to-day, when a contract was closed by the Algoma Steel Company for $500,000 worth of heavy steel machine...",https://query.nytimes.com/gst/abstract.html?res=9D0CEFDD1E31E733A2575BC2A9639C946897D6CF,"PITTSBURG, May 27. -- Another move toward centring the iron and steel industry of the United States on the borders of the great lakes was made to-day, when a contract was closed by the Algoma Steel Company for $500,000 worth of heavy steel machinery, to be delivered at Sault Ste. Marie, Canada, as quickly as possible."
"{u'main': u'CANADA TO HAVE AN OCEAN CABLE', u'kicker': u'1'}","OTTAWA, Ontario, July 25.--That Canada is to have a direct cable to Great Britain is all but a settled fact. Application is being made to the Government to guarantee bonds of the Canadian Cable Company to the extent of $500,000. The total capital ...",https://query.nytimes.com/gst/abstract.html?res=9D04EFDD1030E633A25755C2A9619C94689FD7CF,"OTTAWA, Ontario, July 25.--That Canada is to have a direct cable to Great Britain is all but a settled fact. Application is being made to the Government to guarantee bonds of the Canadian Cable Company to the extent of $500,000. The total capital required is $1,000,000."
"{u'main': u'FLOODS IN CANADA.', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9C03E0DF153AE63BBC4F52DFB266838D669FDE,
{u'main': u'U. S. DAM PLEA HELD UP; Joint Commission Bids Canada Look Into Alternative Plans'},"Internatl Joint Comm of US and Canada will hold up US application to build Libby Dam on Kootenai River, Mont; bids Canada probe alternative uses of river in Canada...",https://query.nytimes.com/gst/abstract.html?res=9C02E0DE1631E53ABC4153DFB266838E649EDE,
{u'main': u'Aiken Pushes Waterway To Link City and Canada'},"WASHINGTON, June 1 (UP) -- Enactment of the St. Lawrence Seaway bill may lead to a new study of an inland waterway linking New York City with Canada, the State Department said today....",https://query.nytimes.com/gst/abstract.html?res=9A02E3D9153AE53BBC4A53DFB066838F649EDE,"WASHINGTON, June 1 (UP) -- Enactment of the St. Lawrence Seaway bill may lead to a new study of an inland waterway linking New York City with Canada, the State Department said today."
{u'main': u'PIPELINE TO BRING OIL FROM CANADA TO U. S.'},"SUPERIOR, Wis., Sept. 1 (AP) -The Superior Evening Telegram said today that Superior will be the terminal of a $100,000,000 pipeline from the oil fields discovered in Alberta, Canada, two years ago....",https://query.nytimes.com/gst/abstract.html?res=9502E0DC133FE33BBC4A53DFBF668382659EDE,"SUPERIOR, Wis., Sept. 1 (AP) -The Superior Evening Telegram said today that Superior will be the terminal of a $100,000,000 pipeline from the oil fields discovered in Alberta, Canada, two years ago."
{u'main': u'NEW WEAPONS FOR RUSSIA; Canada to Ship Improved Tank Machine-Guns There'},Canada to ship improved tank machine-guns to active fronts...,https://query.nytimes.com/gst/abstract.html?res=9803E7D91239E33BBC4052DFBE668389659EDE,
"{u'main': u'FLOOD TOLL TO 29; NEW ENGLAND LOSS PUT AT $50,000,000; That Section With 10 Deaths and Canada With 13 Are Regions Hardest Hit. 4 OTHERS IN PENNSYLVANIA Ice Jam Breaks, Hudson Drops --Jersey Still Menaced by Swelling Passaic. FLOOD DEAD TO 29; HUGE DAMAGE DONE'}","BOSTON, March 13.--Ten dead, upward of 200,000 persons thrown out of work by the enforced closing of water-powered mills and manufacturing plants and property damage which probably will exceed $50,000,000 was the flood toll counted in New England ...",https://query.nytimes.com/gst/abstract.html?res=9B02E5DE123FEE3BBC4C52DFB566838D629EDE,"BOSTON, March 13.--Ten dead, upward of 200,000 persons thrown out of work by the enforced closing of water-powered mills and manufacturing plants and property damage which probably will exceed $50,000,000 was the flood toll counted in New England tonight."
"{u'main': u'NEWSPRINT OUTPUT DOWN.; Drop to 125,610 Tons in Canada Reported for February.'}",Canadian production for Feb...,https://query.nytimes.com/gst/abstract.html?res=9F05E7D61F3BEF3ABC4E52DFB5668388629EDE,
{u'main': u'AMERICAN VESSELS BARRED.; To be Excluded from Coating Trade of Canada on Pacific.'},Amer vessels to be barred from coasting trade of Canada on Pacific...,https://query.nytimes.com/gst/abstract.html?res=9902E2D91631E233A25757C2A9609C946997D6CF,
"{u'main': u'LOCKED IN CAR 36 HOURS.; Tramp Nearly Starved Beating His Way to Canada.', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9F04E6DB163EE033A2575AC2A9629C946597D6CF,
"{u'main': u'BOATING INTEREST SOARS IN CANADA; 225 Companies Are Building Craft and One in Every 22 Persons Owns His Own 6,000 Boats Exported Facilities Will Improve', u'kicker': u'1'}","TORONTO, Ont., Jan. 14-- Boating in Canada is booming. The value of production of the 225 firms engaged in the boat building industry in Canada reflects the rapid growth of boating as a family pastime. It has doubled in the past ten years....",https://query.nytimes.com/gst/abstract.html?res=9E01E5DC153EE033A05756C1A9679C946792D6CF,"TORONTO, Ont., Jan. 14-- Boating in Canada is booming. The value of production of the 225 firms engaged in the boat building industry in Canada reflects the rapid growth of boating as a family pastime. It has doubled in the past ten years."
{u'main': u'NEWSPRINT PRIORITY SET; Plan Is Adopted for Power in Drought Areas of Canada'},drought area newsprint mills get power priority...,https://query.nytimes.com/gst/abstract.html?res=9E01E1DE123CE23BBC4852DFB7678383659EDE,
{u'main': u'Old Canoe Dug Up in Canada May Show Lost Link to Lakes'},"Indian war canoe unearthed on farm of Lady Eaton, Canada; may prove link to Great Lakes...",https://query.nytimes.com/gst/abstract.html?res=9D00EEDA153AEE3ABC4151DFB366838A629EDE,
"{u'main': u'Suffering in Canada--An Absconding Liquor Dealer.', u'kicker': u'1'}","Great distress is reported among the working classes of Quebec. The Montreal Board of Trade met to-day to devise means of relief. Further developments in regard to HENRY, the liquor dealer, who absconded to the States, show that the logs to the cu...",https://query.nytimes.com/gst/abstract.html?res=9E00E1DC1639E733A2575AC1A9679C946991D7CF,"Great distress is reported among the working classes of Quebec. The Montreal Board of Trade met to-day to devise means of relief. Further developments in regard to HENRY, the liquor dealer, who absconded to the States, show that the logs to the customs through his operations amount to $120,000."
"{u'main': u'Canada: Another Human Foot Washes Ashore', u'print_headline': u'The Americans; Canada: Another Foot Washes Ashore', u'content_kicker': u'World Briefing'}",The foot was found by a hiker on Vancouver Island’s Botanical Beach and was the 13th to wash up on British Columbia’s shoreline since 2007....,https://www.nytimes.com/2016/02/11/world/americas/canada-another-human-foot-washes-ashore.html,The foot was found by a hiker on Vancouver Island’s Botanical Beach and was the 13th to wash up on British Columbia’s shoreline since 2007.
"{u'main': u'Canada Dry to Sponsor Rod Stewart Concerts', u'kicker': u'ADVERTISING'}","Keeping with the apparent requirement of having the help of a popular singer before you try to push a soft drink, Canada Dry Ginger Ale has signed up Rod Stewart and will be sponsoring his national concert tour.     But unlike Julio Iglesias, who ...",https://www.nytimes.com/1984/05/09/business/advertising-canada-dry-to-sponsor-rod-stewart-concerts.html,"Keeping with the apparent requirement of having the help of a popular singer before you try to push a soft drink, Canada Dry Ginger Ale has signed up Rod Stewart and will be sponsoring his national concert tour. But unlike Julio Iglesias, who has signed with Coca-Cola, and Michael Jackson and Lionel Richie, who are on the Pepsi-Cola team, Rod will not be doing any TV advertising."
"{u'main': u'A CRAMP PLANT FOR CANADA.; Big Shipbuilding Works to be Built on Georgian Bay.', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9900E5DB1E3CE433A25752C1A9629C946197D6CF,
{u'main': u'President Picks McKay For U.S.-Canada Board'},apptd Internatl Joint Comm of US and Canada member...,https://query.nytimes.com/gst/abstract.html?res=9A0CE1DB153EE23BBC4152DFB166838C649EDE,
"{u'main': u'ASKS SERVICE TO CANADA; State Utility Applies to Extend Current to Customs Office.', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9803EED6143CE53ABC4152DFBF66838D629EDE,
"{u'main': u'FLED TO CANADA.', u'kicker': u'1'}","CHICAGO, Oct.3.--Freeman Fearnley has disappeared from his usual place of business at No.141 South Water-street, and it is said that he has gone to Canada....",https://query.nytimes.com/gst/abstract.html?res=9C00E2D71E30E533A25757C1A9669D94679FD7CF,"CHICAGO, Oct.3.--Freeman Fearnley has disappeared from his usual place of business at No.141 South Water-street, and it is said that he has gone to Canada."
"{u'main': u""David Wayne's Son Missing With a Friend in Canada""}","Timothy Wayne, 22 years old, the son of David Wayne, the actor, was reported missing while on a camping trip near the town of Yellow Knife, in the Northwest Territory, Canada, his father reported yesterday....",https://query.nytimes.com/gst/abstract.html?res=9A02E1DF1E3EE034BC4C51DFBE66838B669EDE,"Timothy Wayne, 22 years old, the son of David Wayne, the actor, was reported missing while on a camping trip near the town of Yellow Knife, in the Northwest Territory, Canada, his father reported yesterday."
"{u'main': u""U.S. TO ABANDON HARMSWORTH BID; Won't Challenge Canada for Speed-Boat Prize in '62"", u'kicker': u'1'}","DETROIT, Dec. 23 (AP) -- Canada apparently is going to keep the Harmsworth Trophy in speed-boat racing at least another year....",https://query.nytimes.com/gst/abstract.html?res=9C0DE4DF1039EE32A25757C2A9649D946091D6CF,"DETROIT, Dec. 23 (AP) -- Canada apparently is going to keep the Harmsworth Trophy in speed-boat racing at least another year."
{u'main': u'NUCLEAR PLANT PLANNED; Canada Picks Lake Huron Site for First Big Power Facility'},Atomic Energy of Canada and Ont Hydroelec Power Comm plan plant near Toronto...,https://query.nytimes.com/gst/abstract.html?res=9B04EFDF1631EE3BBC4A53DFBE668382649EDE,
{u'main': u'FIVE DROWN IN CANADA; Cable Ferry Capsizes in Lake Regatta in New Brunswick'},"Cable ferry capsizes and sinks, Lake Caron, NB; 5 drown...",https://query.nytimes.com/gst/abstract.html?res=9802E3DF1731EF3BBC4850DFB166838A649EDE,
{u'main': u'CANADA RAIL EMBARGO; Railway Association Acts in View of Possible Strike'},all freight embargoed...,https://query.nytimes.com/gst/abstract.html?res=940DE5DB1F38E53ABC4152DFBE66838B649EDE,
{u'main': u'DANIEL MULLIN.; Represented Canada in Chicago Sanitary District Action.'},Death...,https://query.nytimes.com/gst/abstract.html?res=9A05E2DD153FEE3BBC4053DFB466838D629EDE,
"{u'main': u'TERRIFIC STORM IN CANADA', u'kicker': u'1'}","LONDON, Ontario, July 9.--A terrific thunder and rain storm passed over the city this evening. The rain fell in torrents, accompanied by very high wind. Much damage has been done to the trees and fences, and it is feared the grain throughout this ...",https://query.nytimes.com/gst/abstract.html?res=9C04E7DE143FEE3ABC4852DFB166838B699FDE,"LONDON, Ontario, July 9.--A terrific thunder and rain storm passed over the city this evening. The rain fell in torrents, accompanied by very high wind. Much damage has been done to the trees and fences, and it is feared the grain throughout this section of country will be badly damaged."
"{u'main': u'Railway Says Rain Caused Canada Train Derailment', u'print_headline': u'Railway Says Rain Caused Canada Train Derailment'}",A Canadian National Rail spokeswoman says heavy rainfall led to a coal train derailment in British Columbia....,https://www.nytimes.com/aponline/2014/01/12/world/ap-cn-canada-train-derailment.html,A Canadian National Rail spokeswoman says heavy rainfall led to a coal train derailment in British Columbia.
{u'main': u'Canada Reaches Oil Agreements'},"The Canadian federal Government concluded oil exploration agreements worth $263 million (in Canadian currency) under which Shell Canada Resources Ltd. would drill six deep-water wells along the Scotian Shelf, Energy Minister Marc Lalonde announced...",https://www.nytimes.com/1982/06/05/business/canada-reaches-oil-agreements.html,"The Canadian federal Government concluded oil exploration agreements worth $263 million (in Canadian currency) under which Shell Canada Resources Ltd. would drill six deep-water wells along the Scotian Shelf, Energy Minister Marc Lalonde announced. The accord is the first signed under the energy exploration regime agreed on by Nova Scotia province and the federal Government. Mr. Lalonde said that when the full interests in farm-out agreements had been earned, the present Canadian ownership rate should rise to 29.6 percent from its present 6.28 percent. When those arrangements are completed, he said, the working interest on most of the blocks covered in the agreements should be Shell Canada Resources, 50 percent; Shell Explorer Ltd., 25 percent; Canterra Energy Ltd., 12.5 percent; and Norcen Energy Resources Ltd., 12.5 percent."
"{u'main': u'$40,000,000 Facility Begins Mining of Potash in Canada'}",,https://query.nytimes.com/gst/abstract.html?res=9502E6DF113CE63ABC4151DFBE668389679EDE,
"{u'main': u'SHIPMENTS ARE STARTED; Plant in Canada Now Delivering Ingredients for Paints', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9D00E7DB153EE53BBC4052DFBE668388649EDE,
{u'main': u'CANADA IN ATOM PACTS; 2 Agreements With Euratom Set Exchange Program'},"BRUSSELS, Belgium, Oct. 6 -- The six-nation European atomic energy pool, Euratom, entered into two agreements here today for a $10,000,000 peaceful atomic energy exchange program with Canada....",https://query.nytimes.com/gst/abstract.html?res=9C05E5D81431EE3BBC4F53DFB6678382649EDE,"BRUSSELS, Belgium, Oct. 6 -- The six-nation European atomic energy pool, Euratom, entered into two agreements here today for a $10,000,000 peaceful atomic energy exchange program with Canada."
{u'main': u'New Gas Well in Canada Held Sign of Big Wet Field'},"Fed United Nevis gas well completed, central Alta; held sign of big wet field...",https://query.nytimes.com/gst/abstract.html?res=9A00EFD8143AE23BBC4C51DFB0668389649EDE,
{u'main': u'Seaplanes to Link New York and Canada'},"Plans airplane service between Canada and N Y; statement by J W Norcross, head of concern...",https://query.nytimes.com/gst/abstract.html?res=9B03E0DD163CE533A25756C2A9679D946195D6CF,
"{u'main': u'PLANE VICTIM IMPROVES; Boy, 8, Lived on Plants After Crash in Canada', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9E0DEFD6153DE333A25757C0A9609C946191D6CF,
{u'main': u'Canada to Get Offshore Tanker Discharge Units; Big Ships Can Use Doughnut-Shaped Oil Unloader'},Offshore oil-discharge stations capable of accommodating the largest tankers afloat or now planned will be set up off both Canadian coasts about midyear....,https://query.nytimes.com/gst/abstract.html?res=9906E7DC1F3EE63ABC4F53DFB266838C649EDE,Offshore oil-discharge stations capable of accommodating the largest tankers afloat or now planned will be set up off both Canadian coasts about midyear.
"{u'main': u'CANADA CONSIDERS MOVE FOR SEAWAY; Hepburn Opposition Ended, Mackenzie King Studies Question of Talks With UsROOSEVELT SHIFTS BOARDPresident to Replace Membersof International CommissionWith 3 Federal Officials Commissioners to Resign'}","OTTAWA, Ont., Oct. 27--The election of a Liberal Government in Quebec friendly to the Federal Government at Ottawa has removed the last obstacle to the reopening of negotiations for the St. Lawrence seaway project so far as Canada is concerned....",https://query.nytimes.com/gst/abstract.html?res=9B04E6D7103AE532A2575BC2A9669D946894D6CF,"OTTAWA, Ont., Oct. 27--The election of a Liberal Government in Quebec friendly to the Federal Government at Ottawa has removed the last obstacle to the reopening of negotiations for the St. Lawrence seaway project so far as Canada is concerned."
"{u'main': u""Yacht's Survivors Tell Of a Gale Off Canada"", u'kicker': u'AROUND THE WORLD'}","QUEEN CHARLOTTE CITY, British Columbia, June 28 (AP) - The passengers and crew of a luxury yacht that sank off the Canadian coast Wednesday formed a human chain and tried to bail out the craft in a ''screaming'' gale as 20-foot waves smashed over ...",https://www.nytimes.com/1984/06/29/world/around-the-world-yacht-s-survivors-tell-of-a-gale-off-canada.html,"QUEEN CHARLOTTE CITY, British Columbia, June 28 (AP) - The passengers and crew of a luxury yacht that sank off the Canadian coast Wednesday formed a human chain and tried to bail out the craft in a ''screaming'' gale as 20-foot waves smashed over the deck. ''We saw she was taking on water faster than we could bail,'' said a crew member, Peter Landau of Vancouver."
{u'main': u'ATOM MISHAP IN CANADA; Chalk River Reactor to Be Out of Action Several Weeks'},"OTTAWA, July 26 -- Canada's powerful atomic energy reactor will be out of action for several weeks as a result of a mishap yesterday....",https://query.nytimes.com/gst/abstract.html?res=9B07E3DB103AE53BBC4F51DFB166838E649EDE,"OTTAWA, July 26 -- Canada's powerful atomic energy reactor will be out of action for several weeks as a result of a mishap yesterday."
"{u'main': u'ATTACKS BY POLICE ROUT REDS IN CANADA; Twelve Arrests Made in Hamilton, Ont., and 4 in Rouyn, Que., in Fighting to Break Up Parades.'}","12 arrested in Hamilton, 4 in Rouyn, at May Day celebrations...",https://query.nytimes.com/gst/abstract.html?res=9C0CE0D7143EE633A25751C0A9639C946394D6CF,
{u'main': u'TO PLAN DIRIGIBLE FLIGHT.; Major Scott Will Help Canada Prepare for British Airship.'},Maj Scott will go to Canada from England to help prepare for coming of big British State dirigible now being built...,https://query.nytimes.com/gst/abstract.html?res=9504E1DE1430E033A25754C1A9629C946695D6CF,
{u'main': u'JAPANESE SHIP ON REEFS.; Passengers on Canada Maru Rescued Without Loss of Life.'},Canada Maru runs ashore on reefs; passengers taken off...,https://query.nytimes.com/gst/abstract.html?res=9F03E7DE1739E13ABC4950DFB1668383609EDE,
"{u'main': u'Beached Whales in Canada Have Been Helped Back Out to Sea', u'print_headline': u'Beached Whales in Canada Have Been Helped Back Out to Sea'}","A group of beached whales in eastern Canada has been helped back out to sea, marking the second time this week that concerned residents came together to save a stranded pod....",https://www.nytimes.com/aponline/2015/08/06/world/ap-cn-canada-beached-whales.html,"A group of beached whales in eastern Canada has been helped back out to sea, marking the second time this week that concerned residents came together to save a stranded pod."
"{u'main': u'Canada Closes Embassy in the Ukraine', u'print_headline': u'Canada Closes Embassy in the Ukraine'}",Canada has closed its embassy in the Ukraine after protesters entered the embassy amid a violent crackdown on opposition demonstrators outside....,https://www.nytimes.com/aponline/2014/02/19/world/europe/ap-cn-canada-ukraine.html,Canada has closed its embassy in the Ukraine after protesters entered the embassy amid a violent crackdown on opposition demonstrators outside.
{u'main': u'CANADA CASE WON BY MARITIME UNION'},Canada Labor Relations Bd rules Canadian Maritime Union represents Upper Lakes Shipping crews; union won bargaining rights from SIU in '62...,https://www.nytimes.com/1964/06/15/canada-case-won-by-maritime-union.html,Canada Labor Relations Bd rules Canadian Maritime Union represents Upper Lakes Shipping crews; union won bargaining rights from SIU in '62
{u'main': u'SEVERE STORM IN CANADA.; SALTON TOWNSHIP INUNDATED FIVE RAILWAY AND TWENTY HIGHWAY BRIDGES SWEPT AWAY.'},"MONTREAL, Canada, Aug. 15. A house in St. Joseph street, in course of erection, fell in to-day, burying four workmen, three of whom were seriously injured. The fourth is not expected to recover....",https://query.nytimes.com/gst/abstract.html?res=9B0CE1D61139EF34BC4E52DFBE66838F669FDE,"MONTREAL, Canada, Aug. 15. A house in St. Joseph street, in course of erection, fell in to-day, burying four workmen, three of whom were seriously injured. The fourth is not expected to recover."
{u'main': u'INSTANT BREAD-MIX PRODUCED IN CANADA'},"TORONTO, Nov. 4 -- Canadian Defense Research Board workers in suburban Downsview have perfected an instant bread-mix that should bring the art of bread baking back to many Canadian kitchens....",https://query.nytimes.com/gst/abstract.html?res=9403E0DB153DE23BBC4D53DFB767838F649EDE,"TORONTO, Nov. 4 -- Canadian Defense Research Board workers in suburban Downsview have perfected an instant bread-mix that should bring the art of bread baking back to many Canadian kitchens."
{u'main': u'West Canada Puts Smice Beside Smog and Smaze'},"EDMONTON, Jan. 22 (Canadian Press) -- Out here they call it ""smice.""...",https://query.nytimes.com/gst/abstract.html?res=9D03E6DF1131E53BBC4B51DFB766838F649EDE,"EDMONTON, Jan. 22 (Canadian Press) -- Out here they call it ""smice."""
{u'main': u'CANADA PUSHES SEAWAY; Minister Says Ottawa Will Act Alone if U.S. Pact Fails'},"Min Chevrier says Canada will take own action on all-Canadian seaway project if joint development with US fails, radio s; repts Canada spent about $300 million on improving waterway...",https://query.nytimes.com/gst/abstract.html?res=9B0DE2DB113BE23ABC4A51DFB767838B649EDE,
{u'main': u'WATERPOWER STEP TAKEN FOR DEFENSE BY U.S. AND CANADA; Diversion Rights Are Given to Ontario--End of Her Enmity to St. Lawrence Plan Seen ENGINEERS TO START WORK Purpose Is to Be Ready When Final Decision and Favorable Season Are at Hand'},"WASHINGTON, Oct. 14--American and Canadian cooperation for defense moved another step forward tonight, when an agreement was announced at the State Department under which the Ontario hydro-electric system will obtain more water from the Niagara Ri...",https://query.nytimes.com/gst/abstract.html?res=9802E7D71638E532A25756C1A9669D946193D6CF,"WASHINGTON, Oct. 14--American and Canadian cooperation for defense moved another step forward tonight, when an agreement was announced at the State Department under which the Ontario hydro-electric system will obtain more water from the Niagara River for its needs at Niagara Falls."
{u'main': u'FURTHER RAINS IN CANADA; Southern Alberta Gets Relief -- West in General Is Cooler.'},showers aid drought area...,https://query.nytimes.com/gst/abstract.html?res=9D00E1DE1030E13BBC4D52DFB166838D629EDE,
{u'main': u'ALASKA RAIL LINK NEARER; Truman Signs Bill Authorizing Talks With Canada on Plan'},Pres Truman signs Magnuson-Jackson bill for talks on Alaska link...,https://query.nytimes.com/gst/abstract.html?res=9E00EED7113CE23BBC4F51DFB6678382659EDE,
"{u'main': u'NEW WELL FOR BARNSDALL; Chairman Tells of 1,000-Barrel Producer in Canada'}",Barnsdall Oil repts discovery...,https://query.nytimes.com/gst/abstract.html?res=9D07E6DE103CE23BBC4F51DFB2668382659EDE,
